Stock,Date,Headline,Snippet,Label,Open,High,Low,Close,Volume,Return,Volatility,Ticker,EWMA_Volatility
Elevance Health,4/8/2020,,Elevance Health (NYSE:ELV – Get Free Report) was upgraded by equities research analysts at StockNews.com from a “hold” rating to a “buy” rating in a research report issued on Thursday. Several other ...,Fake,213.3815,233.7474,212.6864,232.0471,2415200,0.1025,0.0783,ELV,0.0723
Broadcom Inc.,4/6/2020,,"Broadcom (NASDAQ: AVGO) stock has delivered impressive returns to investors in the past five years. An investment of $1,000 ...",Fake,21.5925,22.3721,21.5025,22.2864,38868000,0.0776,0.0782,AVGO,0.0727
Broadcom Inc.,4/6/2020,Yahoo Finance,"Broadcom Inc. (NASDAQ: AVGO) has established itself as a significant player in the semiconductor and infrastructure software sectors, capitalizing on the rapid adoption of artificial intelligence ...",Real,21.5925,22.3721,21.5025,22.2864,38868000,0.0776,0.0782,AVGO,0.0727
Broadcom Inc.,4/6/2020,Investopedia,Broadcom. “Broadcom Inc. Announces First Quarter Fiscal Year 2025 Financial Results and Quarterly Dividend.” ...,Real,21.5925,22.3721,21.5025,22.2864,38868000,0.0776,0.0782,AVGO,0.0727
Broadcom Inc.,4/6/2020,Yahoo Finance,"In this article, we are going to take a look at where Broadcom Inc. (NASDAQ:AVGO) stands against other best long term tech stocks to buy right now. As per Deloitte, amidst uncertainties and ...",Fake,21.5925,22.3721,21.5025,22.2864,38868000,0.0776,0.0782,AVGO,0.0727
Broadcom Inc.,4/6/2020,MarketWatch,"Broadcom Inc.’s latest earning and guidance should ... delivered better-than-expected results and guidance last week, its stock went on to record its worst post-earnings drop in years, as ...",Fake,21.5925,22.3721,21.5025,22.2864,38868000,0.0776,0.0782,AVGO,0.0727
Broadcom Inc.,4/6/2020,Benzinga.com,Shares of Broadcom Inc. AVGO climbed 12.7% during the pre ... March 31 to shareholders recorded as of March 20. Broadcom’s stock dropped 6.33% to close at $179.45 on Thursday.,Real,21.5925,22.3721,21.5025,22.2864,38868000,0.0776,0.0782,AVGO,0.0727
Broadcom Inc.,4/6/2020,AOL,"As of 10:19 a.m. ET, the stock was up 3.6% on the news. Broadcom reported 25% revenue growth, which included a benefit of about three weeks of its acquisition of VMware, to $14.9 billion.",Real,21.5925,22.3721,21.5025,22.2864,38868000,0.0776,0.0782,AVGO,0.0727
Broadcom Inc.,4/6/2020,Morningstar,"It's been a tough stretch for AI stocks, but ... Marvell Technology Inc. (MRVL), they jumped about 13% in Thursday's after-hours trading on the company's own upbeat news. ""This was a solid quarter ...",Real,21.5925,22.3721,21.5025,22.2864,38868000,0.0776,0.0782,AVGO,0.0727
Lowe’s Companies,4/8/2020,Seeking Alpha,"Lowe's Companies, Inc., together with its subsidiaries, operates as a home improvement retailer in the United States. The company offers a line of products for construction, maintenance ...",Real,83.6121,86.6476,82.8258,86.2636,4715600,0.0373,0.078,LOW,0.0669
Lowe’s Companies,4/8/2020,,"Based on the trading activity, it appears that the significant investors are aiming for a price territory stretching from ...",Fake,83.6121,86.6476,82.8258,86.2636,4715600,0.0373,0.078,LOW,0.0669
Lowe’s Companies,4/8/2020,Yahoo Finance,"We recently published a list of Dividend Stock Portfolio For Income: Top 10 Stocks to Buy. In this article, we are going to take a look at where Lowe’s Companies, Inc. (NYSE:LOW) stands against ...",Fake,83.6121,86.6476,82.8258,86.2636,4715600,0.0373,0.078,LOW,0.0669
Lowe’s Companies,4/8/2020,Kiplinger,Lowe's Companies (LOW) stock is higher Wednesday after the world’s second-largest home improvement retailer beat top- and bottom-line expectations for its fourth quarter and provided a positive ...,Real,83.6121,86.6476,82.8258,86.2636,4715600,0.0373,0.078,LOW,0.0669
Lowe’s Companies,4/8/2020,Nasdaq,"Headquartered in Mooresville, North Carolina, Lowe's Companies ... Barchart Disclosure Policy here. More news from Barchart The Bloodshed in Palantir Stock Is So Bad This Analyst Just Upgraded ...",Fake,83.6121,86.6476,82.8258,86.2636,4715600,0.0373,0.078,LOW,0.0669
Lowe’s Companies,4/8/2020,Is Lowe’s Companies (LOW) the Best Safe Dividend Stock for 2025?,"In strong markets, dividends have enhanced total returns, while in years with low or negative returns, such as 2020 ... stock has surged by nearly 13%. In the third quarter of 2024, Lowe’s ...",Fake,83.6121,86.6476,82.8258,86.2636,4715600,0.0373,0.078,LOW,0.0669
Lowe’s Companies,4/8/2020,Business Insider,Investors are celebrating Lowe’s beating Q4 estimates today as LOW stock climbs 2.73% higher in pre-market trading after a 2.24% gain yesterday. This is set to reverse the company’s 1.36% loss ...,Fake,83.6121,86.6476,82.8258,86.2636,4715600,0.0373,0.078,LOW,0.0669
Lowe’s Companies,4/8/2020,Yahoo Finance,"To figure out how to earn $500 monthly from Lowe’s, we start with the yearly target of $6,000 ($500 x 12 months). Next, we take this amount and divide it by Lowe’s $4.60 dividend: $6,000 / $4. ...",Real,83.6121,86.6476,82.8258,86.2636,4715600,0.0373,0.078,LOW,0.0669
Federal Realty,4/20/2020,Yahoo Finance,Federal Realty’s FRT portfolio of premium retail assets in well-off communities with favorable demographics positions it well for growth. A diverse tenant base and a focus on essential retail ...,Real,59.6697,60.8728,58.1148,58.5812,861900,-0.0502,0.0779,FRT,0.0636
Federal Realty,4/20/2020,,"Shares of Federal Realty Investment Trust FRT shed 1.18% to $97.12 Wednesday, on what proved to be an all-around mixed ...",Real,59.6697,60.8728,58.1148,58.5812,861900,-0.0502,0.0779,FRT,0.0636
Federal Realty,4/20/2020,Nasdaq,"Rockville, Maryland-based Federal Realty Investment Trust (FRT ... the Barchart Disclosure Policy here. More news from Barchart Is This The Best Dow Stock to Buy Now to Invest in Quantum Computing?",Real,59.6697,60.8728,58.1148,58.5812,861900,-0.0502,0.0779,FRT,0.0636
Federal Realty,4/20/2020,Yahoo Finance,The upcoming report from Federal Realty Investment Trust (FRT ... This reflects how the analysts covering the stock have collectively reevaluated their initial estimates during this timeframe.,Real,59.6697,60.8728,58.1148,58.5812,861900,-0.0502,0.0779,FRT,0.0636
Federal Realty,4/20/2020,MarketWatch,"Shares of Federal Realty Investment Trust FRT slipped 6.07% to $105.03 Friday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500 Index SPX falling 0.01 ...",Real,59.6697,60.8728,58.1148,58.5812,861900,-0.0502,0.0779,FRT,0.0636
Genuine Parts Company,4/15/2020,,"Shares of Genuine Parts Co. GPC rose 1.59% to $120.67 Monday, on what proved to be an all-around positive trading session for ...",Real,61.9796,63.0241,60.4477,62.2494,918800,-0.0357,0.0775,GPC,0.0686
Genuine Parts Company,4/15/2020,,"Shares of Genuine Parts Co. slipped 3.09% to $120.74 Thursday, on what proved to be an all-around poor trading session for ...",Real,61.9796,63.0241,60.4477,62.2494,918800,-0.0357,0.0775,GPC,0.0686
Genuine Parts Company,4/15/2020,Yahoo Finance,"When such a trade goes wrong, multiple parties may compete to sell stock fast. This risk is higher in a company without a history of growth. You can see Genuine Parts' historic earnings and ...",Real,61.9796,63.0241,60.4477,62.2494,918800,-0.0357,0.0775,GPC,0.0686
Genuine Parts Company,4/15/2020,Yahoo Finance,"The board of Genuine Parts ... The company is paying a reasonable amount of earnings to shareholders, and is growing earnings at a decent rate so we think it could be a decent dividend stock.",Fake,61.9796,63.0241,60.4477,62.2494,918800,-0.0357,0.0775,GPC,0.0686
Genuine Parts Company,4/15/2020,Nasdaq,"Genuine Parts Company GPC reported fourth-quarter ... See the Zacks Earnings Calendar to stay ahead of market-making news. The company reported net sales of $5.8 billion, which surpassed the ...",Real,61.9796,63.0241,60.4477,62.2494,918800,-0.0357,0.0775,GPC,0.0686
Genuine Parts Company,4/15/2020,,"Shares of Genuine Parts Co. GPC slipped 1.82% to $121.33 Wednesday, on what proved to be an all-around mixed trading session ...",Real,61.9796,63.0241,60.4477,62.2494,918800,-0.0357,0.0775,GPC,0.0686
Evergy,4/13/2020,Evergy stock hits 52-week high at $66.26 amid robust growth,"Evergy Inc. (NASDAQ:EVRG), a leading utility company with a market capitalization of $15.2 billion, has reached a new 52-week high, with its stock price soaring to $66.26. According to ...",Real,50.85,50.85,48.9743,49.7606,1735900,-0.0372,0.0775,EVRG,0.0683
Evergy,4/13/2020,Yahoo Finance,"Key Insights Given the large stake in the stock by institutions, Evergy's stock price might be vulnerable to their... Key Insights The projected fair value for Evergy is US$82.53 based on Dividend ...",Real,50.85,50.85,48.9743,49.7606,1735900,-0.0372,0.0775,EVRG,0.0683
Evergy,4/13/2020,Evergy Stock: Is Wall Street Bullish or Bearish?,"Headquartered in Kansas City, Missouri, Evergy, Inc. (EVRG ... the forecast on another occasion. Among the 13 analysts covering the stock, the consensus rating is a “Moderate Buy.” ...",Real,50.85,50.85,48.9743,49.7606,1735900,-0.0372,0.0775,EVRG,0.0683
Evergy,4/13/2020,MarketWatch,"Shares of Evergy Inc. EVRG slid 1.85% to $65.73 Thursday, on what proved to be an all-around dismal trading session for the stock market, with the S&P 500 Index SPX falling 1.78% to 5,738.52 and ...",Real,50.85,50.85,48.9743,49.7606,1735900,-0.0372,0.0775,EVRG,0.0683
Evergy,4/13/2020,Yahoo Finance,"KANSAS CITY, Mo. (AP) — KANSAS CITY, Mo. (AP) — Evergy, Inc. (EVRG) on Thursday reported fourth-quarter net income of $78.2 million. The Kansas City, Missouri-based company said it had net ...",Real,50.85,50.85,48.9743,49.7606,1735900,-0.0372,0.0775,EVRG,0.0683
Evergy,4/13/2020,ETF Daily News,"Evergy, Inc. has a 1 year low of $48.04 and a 1 year high ... In other Evergy news, EVP Kevin E. Bryant sold 48,141 shares of the business’s stock in a transaction on Wednesday, November 13th.",Real,50.85,50.85,48.9743,49.7606,1735900,-0.0372,0.0775,EVRG,0.0683
Evergy,4/13/2020,Nasdaq,"Evergy Inc (Symbol: EVRG) has been named to the Dividend Channel ''S.A.F.E. 25'' list, signifying a stock with above-average ''DividendRank'' statistics including a strong 3.9% yield, as well as a ...",Fake,50.85,50.85,48.9743,49.7606,1735900,-0.0372,0.0775,EVRG,0.0683
Evergy,4/13/2020,MarketWatch,"Shares of Evergy Inc. EVRG slipped 1.08% to $66.97 Wednesday, on what proved to be an all-around great trading session for the stock market, with the S&P 500 Index SPX rising 1.12% to 5,842.63 and ...",Real,50.85,50.85,48.9743,49.7606,1735900,-0.0372,0.0775,EVRG,0.0683
CF Industries,4/17/2020,,"Shares of CF Industries Holdings Inc. CF rallied 1.44% to $77.73 Monday, on what proved to be an all-around great trading ...",Real,24.8042,25.5475,24.5299,25.0343,5346800,0.0509,0.0773,CF,0.0601
CF Industries,4/17/2020,,"CF Industries, the world's largest nitrogen fertilizer producer, boasts an economic moat with low-cost operations and ...",Fake,24.8042,25.5475,24.5299,25.0343,5346800,0.0509,0.0773,CF,0.0601
CF Industries,4/17/2020,CF Industries to Post Q4 Earnings: What's in the Cards for the Stock?,"CF Industries Holdings, Inc. CF is set to release fourth-quarter 2024 results after the closing bell on Feb. 19. See the Zacks Earnings Calendar to stay ahead of market-making news.",Real,24.8042,25.5475,24.5299,25.0343,5346800,0.0509,0.0773,CF,0.0601
CF Industries,4/17/2020,CF Industries' Stock Rallies 29% in 6 Months: Here's Why,"CF Industries Holdings, Inc.’s CF shares have popped 29.4% over the past six months. The company has also outperformed the Zacks Fertilizers industry’s 1.5% rise over the same time frame.",Fake,24.8042,25.5475,24.5299,25.0343,5346800,0.0509,0.0773,CF,0.0601
CF Industries,4/17/2020,MarketWatch,"Shares of CF Industries Holdings Inc. CF slid 2.21% to $85.08 Tuesday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500 Index SPX rising 0.03% to ...",Real,24.8042,25.5475,24.5299,25.0343,5346800,0.0509,0.0773,CF,0.0601
CF Industries,4/17/2020,Seeking Alpha,"CF Industries (NYSE:CF ... saying the post-earnings selloff makes the stock more reasonably priced, driven largely by the updated discussion of CF's greenfield blue ammonia project, including ...",Real,24.8042,25.5475,24.5299,25.0343,5346800,0.0509,0.0773,CF,0.0601
Skyworks Solutions,4/6/2020,Why Skyworks Solutions (SWKS) Stock Went Down On Thursday?,"In this article, we are going to take a look at where Skyworks Solutions, Inc. (NASDAQ ... Analysts from Stifel said they slashed their stock rating for the company from “buy” to “hold ...",Fake,75.3288,80.8682,75.0061,80.4917,2683700,0.1183,0.0771,SWKS,0.0742
Skyworks Solutions,4/6/2020,Yahoo Finance,"In this article, we are going to take a look at where Skyworks Solutions, Inc. (NASDAQ:SWKS) stands against the other semiconductor stocks. Deloitte expects that the broader semiconductor industry ...",Fake,75.3288,80.8682,75.0061,80.4917,2683700,0.1183,0.0771,SWKS,0.0742
Skyworks Solutions,4/6/2020,Business Insider,"Published first on TheFly – the ultimate source for real-time, market-moving breaking financial news. Try Now>> See Insiders’ Hot Stocks on TipRanks >> Read More on SWKS: Skyworks Solutions ...",Fake,75.3288,80.8682,75.0061,80.4917,2683700,0.1183,0.0771,SWKS,0.0742
Skyworks Solutions,4/6/2020,,"NEW YORK, NY / ACCESS Newswire / March 22, 2025 / If you suffered a loss on your Skyworks Solutions, Inc. (NASDAQ:SWKS) investment and want to ...",Real,75.3288,80.8682,75.0061,80.4917,2683700,0.1183,0.0771,SWKS,0.0742
Skyworks Solutions,4/6/2020,MarketWatch,"Shares of Skyworks Solutions Inc. SWKS rallied 8.49% to $72.61 Friday, on what proved to be an all-around great trading session for the stock market, with the S&P 500 Index SPX rising 0.55% to ...",Real,75.3288,80.8682,75.0061,80.4917,2683700,0.1183,0.0771,SWKS,0.0742
Skyworks Solutions,4/6/2020,Is Skyworks Solutions Stock Underperforming the S&P 500?,"With a market cap of $14.5 billion, Irvine, California-based Skyworks Solutions ... Disclosure Policy here. More news from Barchart ・Is Rumble Stock a Buy, Sell, or Hold After a $775 Million ...",Real,75.3288,80.8682,75.0061,80.4917,2683700,0.1183,0.0771,SWKS,0.0742
Skyworks Solutions,4/6/2020,Yahoo Finance,Unlock comprehensive insights into our analysis of Skyworks Solutions stock here. NasdaqGS:SWKS Earnings Per Share Growth as at Mar 2025 The last five years have seen Skyworks Solutions experience ...,Fake,75.3288,80.8682,75.0061,80.4917,2683700,0.1183,0.0771,SWKS,0.0742
Skyworks Solutions,4/6/2020,Business Wire,"On this news, Skyworks’ stock price fell $21.48, or 24.7%, to close at $65.60 per share on February 6, 2025, thereby injuring investors. What Is The Lawsuit About? The complaint filed in this ...",Fake,75.3288,80.8682,75.0061,80.4917,2683700,0.1183,0.0771,SWKS,0.0742
Skyworks Solutions,4/6/2020,Nasdaq,"One such company is Skyworks Solutions ... news family of websites including DividendChannel, ETFChannel, StockOptionsChannel, and others, which make up an investor community featuring stock ...",Fake,75.3288,80.8682,75.0061,80.4917,2683700,0.1183,0.0771,SWKS,0.0742
Skyworks Solutions,4/6/2020,MarketWatch,"Shares of Skyworks Solutions Inc. SWKS slid 3.98% to $64.12 Thursday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500 Index SPX falling 1.59% to ...",Real,75.3288,80.8682,75.0061,80.4917,2683700,0.1183,0.0771,SWKS,0.0742
JPMorgan Chase & Co.,4/17/2020,,"Fintech lender Affirm said Tuesday that it’s reached an agreement with JPMorgan Chase to offer its buy now, pay later loan ...",Real,80.5481,83.7875,79.6376,83.3323,30191900,0.0899,0.0769,JPM,0.0629
JPMorgan Chase & Co.,4/17/2020,,"JPMorgan Chase (JPM) is revising its diversity, equity, and inclusion (DEI) programs, rebranding them as diversity, ...",Fake,80.5481,83.7875,79.6376,83.3323,30191900,0.0899,0.0769,JPM,0.0629
JPMorgan Chase & Co.,4/17/2020,,"Pitti Group Wealth Management LLC reduced its holdings in JPMorgan Chase & Co. (NYSE:JPM) by 10.4% during the fourth quarter, ...",Real,80.5481,83.7875,79.6376,83.3323,30191900,0.0899,0.0769,JPM,0.0629
JPMorgan Chase & Co.,4/17/2020,,"The bank is changing “equity” to “opportunity” and renaming it Diversity, Opportunity and Inclusion, a memo sent out on Friday said.",Real,80.5481,83.7875,79.6376,83.3323,30191900,0.0899,0.0769,JPM,0.0629
JPMorgan Chase & Co.,4/17/2020,,"Cibc World Markets Corp lessened its holdings in JPMorgan Chase & Co. (NYSE:JPM) by 6.4% in the 4th quarter, Holdings Channel ...",Real,80.5481,83.7875,79.6376,83.3323,30191900,0.0899,0.0769,JPM,0.0629
JPMorgan Chase & Co.,4/17/2020,"JPMorgan Chase failed to protect employees from inflated health care costs, lawsuit says","JPMorgan Chase mismanaged employee health benefits, resulting in past and present employees paying inflated prices for prescription drugs and other health care costs, a lawsuit filed last week alleges ...",Fake,80.5481,83.7875,79.6376,83.3323,30191900,0.0899,0.0769,JPM,0.0629
JPMorgan Chase & Co.,4/17/2020,,"J.P. Morgan Chase provided the loan on Taconic’s $74.3 million acquisition of a 360,000-square-foot Class B logistics ...",Fake,80.5481,83.7875,79.6376,83.3323,30191900,0.0899,0.0769,JPM,0.0629
JPMorgan Chase & Co.,4/17/2020,,"JPMorgan Chase is increasing its dividend to $1.40 from $1.25. The new payout, equal to $5.60 a year, represents an annual yield of 2.4% based on its latest closing price of $234.97 per share. The new ...",Real,80.5481,83.7875,79.6376,83.3323,30191900,0.0899,0.0769,JPM,0.0629
JPMorgan Chase & Co.,4/17/2020,,The website you are visiting is protected and accelerated by Imperva. Your computer may have been infected by malware and ...,Fake,80.5481,83.7875,79.6376,83.3323,30191900,0.0899,0.0769,JPM,0.0629
JPMorgan Chase & Co.,4/17/2020,,Analysts have been eager to weigh in on the Financial sector with new ratings on JPMorgan Chase (JPM – Research Report) and Swiss Re AG (SSREF ...,Real,80.5481,83.7875,79.6376,83.3323,30191900,0.0899,0.0769,JPM,0.0629
NVIDIA Corporation,4/8/2020,Yahoo Finance,"which Nvidia falls in, has lost 13.6%. The key question now is: What could be the stock's future direction? Although media reports or rumors about a significant change in a company's business ...",Fake,6.5611,6.6742,6.4911,6.6493,542444000,0.0306,0.0766,NVDA,0.0687
NVIDIA Corporation,4/8/2020,MarketWatch,"For investors looking for a time and reason to jump back into Nvidia Corp.’s stock, there’s a pattern ... MarketWatch's deputy investing and corporate news editor and is based in New York.",Real,6.5611,6.6742,6.4911,6.6493,542444000,0.0306,0.0766,NVDA,0.0687
NVIDIA Corporation,4/8/2020,Is NVIDIA Corporation (NVDA) the Best American Stock to Buy and Hold in 2025?,"In this article, we are going to take a look at where NVIDIA Corporation (NASDAQ:NVDA) stands against other best American stocks to buy and hold in 2025. Wall Street’s outlook for the stock ...",Fake,6.5611,6.6742,6.4911,6.6493,542444000,0.0306,0.0766,NVDA,0.0687
NVIDIA Corporation,4/8/2020,Yahoo Finance,"It's been a rough start to the year for Nvidia (NASDAQ: NVDA) shareholders. As of this writing, shares are down about 12% year to date and 20% below its January highs. The news from the company ...",Real,6.5611,6.6742,6.4911,6.6493,542444000,0.0306,0.0766,NVDA,0.0687
NVIDIA Corporation,4/8/2020,Nasdaq,"the company's stock rebounded by nearly 80% in 2019. Nvidia's shares also tanked on fears around the COVID-19 pandemic. Again, it recovered by almost 129% from the lows in March 2020 to the end of ...",Fake,6.5611,6.6742,6.4911,6.6493,542444000,0.0306,0.0766,NVDA,0.0687
NVIDIA Corporation,4/8/2020,24/7 Wall St,"From an earnings perspective, NVIDIA handily outperformed expectations in Q4. The company beat on EPS and revenue by 5.22% and 3.08%, respectively. Nonetheless, the stock has been struggling to ...",Fake,6.5611,6.6742,6.4911,6.6493,542444000,0.0306,0.0766,NVDA,0.0687
Huntington Bancshares,4/17/2020,,"With a market cap of $22.4 billion, Columbus, Ohio-based Huntington Bancshares Incorporated (HBAN) is a diversified regional ...",Real,6.0879,6.5028,6.0081,6.431,16009300,0.1226,0.0763,HBAN,0.0706
Huntington Bancshares,4/17/2020,,A Relative Strength Rating upgrade for Huntington Bancshares shows improving technical performance. Will it continue?,Fake,6.0879,6.5028,6.0081,6.431,16009300,0.1226,0.0763,HBAN,0.0706
Huntington Bancshares,4/17/2020,,Citi lowered the firm’s price target on Huntington Bancshares (HBAN) to $18 from $20 and keeps a Buy rating on the shares. The firm revised ...,Fake,6.0879,6.5028,6.0081,6.431,16009300,0.1226,0.0763,HBAN,0.0706
Huntington Bancshares,4/17/2020,,"Analysts have set 12-month price targets for Huntington Bancshares, revealing an average target of $18.9, a high estimate of ...",Real,6.0879,6.5028,6.0081,6.431,16009300,0.1226,0.0763,HBAN,0.0706
Huntington Bancshares,4/17/2020,Business Insider,BofA lowered the firm’s price target on Huntington Bancshares (HBAN) to $17 from $19 and keeps a Buy ... market-moving breaking financial news. Try Now>> See today’s best-performing stocks ...,Fake,6.0879,6.5028,6.0081,6.431,16009300,0.1226,0.0763,HBAN,0.0706
Huntington Bancshares,4/17/2020,Seeking Alpha,"Huntington Bancshares Incorporated operates as the bank holding company for The Huntington National Bank that provides commercial, consumer, and mortgage banking services in the United States.",Real,6.0879,6.5028,6.0081,6.431,16009300,0.1226,0.0763,HBAN,0.0706
Huntington Bancshares,4/17/2020,MarketWatch,"Shares of Huntington Bancshares Inc. HBAN slipped 1.64% to $16.15 Friday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500 Index SPX falling 1.71% to ...",Real,6.0879,6.5028,6.0081,6.431,16009300,0.1226,0.0763,HBAN,0.0706
Huntington Bancshares,4/17/2020,Yahoo Finance,"Having distributed dividends for at least 10 years, Huntington Bancshares has a long history ... to consider for investors when analysing stock performance. Given that earnings are not growing ...",Fake,6.0879,6.5028,6.0081,6.431,16009300,0.1226,0.0763,HBAN,0.0706
Huntington Bancshares,4/17/2020,Nasdaq,"But making Huntington Bancshares Inc an even more interesting and timely stock to look at, is the fact that in trading on Thursday, shares of HBAN entered into oversold territory, changing hands ...",Fake,6.0879,6.5028,6.0081,6.431,16009300,0.1226,0.0763,HBAN,0.0706
Huntington Bancshares,4/17/2020,Investing,"by $3 billion and adding 17 basis points to the Common Equity Tier 1 (CET1) ratio. Huntington Bancshares' growth strategy involves significant investments in various initiatives, including ...",Real,6.0879,6.5028,6.0081,6.431,16009300,0.1226,0.0763,HBAN,0.0706
IQVIA,4/8/2020,Yahoo Finance,IQVIA Holdings is the world's largest provider of biopharmaceutical development services and commercial outsourcing services. The company is the result of the 2016 merger of Quintiles ...,Real,120.74,129.5,117.57,127.87,1634400,0.0684,0.0758,IQV,0.0717
IQVIA,4/8/2020,IQVIA Holdings (IQV) is a Top-Ranked Value Stock: Should You Buy?,"It doesn't matter your age or experience: taking full advantage of the stock market and investing ... Headquartered in Durham, NC., IQVIA Holdings Inc. provides advanced analytics, technology ...",Fake,120.74,129.5,117.57,127.87,1634400,0.0684,0.0758,IQV,0.0717
IQVIA,4/8/2020,,This was the stock's second consecutive day of losses.,Fake,120.74,129.5,117.57,127.87,1634400,0.0684,0.0758,IQV,0.0717
IQVIA,4/8/2020,Yahoo Finance,"Today we're going to take a look at the well-established IQVIA Holdings Inc. (NYSE:IQV). The company's stock had a relatively ... for a price change. Good news, investors! IQVIA Holdings is ...",Fake,120.74,129.5,117.57,127.87,1634400,0.0684,0.0758,IQV,0.0717
IQVIA,4/8/2020,Investing,"On Monday, BTIG analyst David Larsen adjusted the firm's stance on IQVIA Holdings (NYSE ... due to the pull-forward of research in 2020 and 2021, and although the capital-raising environment ...",Real,120.74,129.5,117.57,127.87,1634400,0.0684,0.0758,IQV,0.0717
IQVIA,4/8/2020,ETF Daily News,IQVIA (NYSE:IQV – Get Free Report ... Best Stocks to Own in 2023 7 Stocks to Buy and Hold Forever IQV stock opened at $186.04 on Tuesday. The company’s 50-day moving average price is $198. ...,Real,120.74,129.5,117.57,127.87,1634400,0.0684,0.0758,IQV,0.0717
IQVIA,4/8/2020,ETF Daily News,"In other IQVIA news, Director John G. Danhakl acquired 1,275 shares of the business’s stock in a transaction dated Tuesday, December 3rd. The shares were purchased at an average price of $200.58 ...",Real,120.74,129.5,117.57,127.87,1634400,0.0684,0.0758,IQV,0.0717
IQVIA,4/8/2020,MarketWatch,"Shares of IQVIA Holdings ... trading session for the stock market, with the S&P 500 Index SPX falling 2.70% to 5,614.56 and Dow Jones Industrial Average DJIA falling 2.08% to 41,911.71.",Real,120.74,129.5,117.57,127.87,1634400,0.0684,0.0758,IQV,0.0717
IQVIA,4/8/2020,Investing,"IQVIA Holdings (NYSE:IQV) Inc ($39.03B market cap) reported its fourth-quarter 2024 earnings, surpassing analyst expectations with an adjusted diluted earnings per share (EPS) of ...",Real,120.74,129.5,117.57,127.87,1634400,0.0684,0.0758,IQV,0.0717
Hasbro,4/2/2020,,"Shares of Hasbro Inc. HAS shed 1.73% to $61.86 Wednesday, on what proved to be an all-around mixed trading session for the ...",Real,57.279,58.4108,55.9832,57.7629,1468600,0.005,0.0757,HAS,0.0735
Hasbro,4/2/2020,Yahoo Finance,"Hasbro (HAS) closed the most recent trading day at $59.65, moving +1.27% from the previous trading session. The stock's performance was ahead of the S&P 500's daily gain of 0.36%. Meanwhile ...",Real,57.279,58.4108,55.9832,57.7629,1468600,0.005,0.0757,HAS,0.0735
Hasbro,4/2/2020,ETF Daily News,"The company had revenue of $1.10 billion for the quarter, compared to the consensus estimate of $1.02 ... Hasbro news, EVP Matthew Edward Austin sold 1,718 shares of the business’s stock in ...",Real,57.279,58.4108,55.9832,57.7629,1468600,0.005,0.0757,HAS,0.0735
Hasbro,4/2/2020,Investing,"Investing.com -- On Wednesday, Fitch Ratings updated Hasbro (NASDAQ:HAS), Inc.'s outlook to stable from negative and reaffirmed the company's long-term issuer default rating (IDR) and senior ...",Fake,57.279,58.4108,55.9832,57.7629,1468600,0.005,0.0757,HAS,0.0735
Hasbro,4/2/2020,MarketWatch,"Shares of Hasbro Inc. HAS slipped 2.96% to $66.01 Thursday, on what proved to be an all-around dismal trading session for the stock market, with the S&P 500 Index SPX falling 1.59% to 5,861.57 and ...",Real,57.279,58.4108,55.9832,57.7629,1468600,0.005,0.0757,HAS,0.0735
Erie Insurance,4/8/2020,Nasdaq,"Founded in 1925 and headquartered in Erie, Pennsylvania, Erie Indemnity Company (ERIE) is a leading provider of management and administrative services for the Erie Insurance Exchange. With a ...",Real,152.9669,154.2658,147.8256,153.2666,67100,0.0126,0.0755,ERIE,0.0694
Erie Insurance,4/8/2020,Yahoo Finance,"Erie Indemnity (ERIE ... While there are numerous reasons why the stock of this insurance company is a great growth pick right now, we have highlighted three of the most important factors below ...",Fake,152.9669,154.2658,147.8256,153.2666,67100,0.0126,0.0755,ERIE,0.0694
Intel Corporation,4/6/2020,MarketWatch,"Shares of Intel Corp. INTC slid 1.44% to $19.10 Friday, on what proved to be an all-around dismal trading session for the stock market, with the S&P 500 Index SPX falling 0.95% to 6,025.99 and Dow ...",Real,50.1989,52.0958,49.7468,51.7944,32323400,0.0794,0.0753,INTC,0.0674
Intel Corporation,4/6/2020,,"In this article, we are going to take a look at where Intel Corporation ... This stock ranked 8th on our recent list of AI ...",Fake,50.1989,52.0958,49.7468,51.7944,32323400,0.0794,0.0753,INTC,0.0674
Intel Corporation,4/6/2020,Intel Stock Rallies on Leadership Change-Time to Buy or Wait?,"CompanyOverview|NASDAQ:INTC] Intel Corporation (NASDAQ: INTC) continues to defy market headwinds, extending its stock market rally. After a 7% climb in the previous session and a cumulative increase ...",Real,50.1989,52.0958,49.7468,51.7944,32323400,0.0794,0.0753,INTC,0.0674
Intel Corporation,4/6/2020,MarketWatch,"Shares of Intel Corp. INTC advanced 2.31% to $23.52 Wednesday, on what proved to be an all-around mixed trading session for the stock market, with the S&P 500 Index SPX rising 0.01% to 5,956.06 ...",Real,50.1989,52.0958,49.7468,51.7944,32323400,0.0794,0.0753,INTC,0.0674
Intel Corporation,4/6/2020,CNN,"Intel Corp. engages in the design, manufacture, and sale of computer products and technologies. It delivers computer, networking, data storage, and communications platforms. The firm operates ...",Real,50.1989,52.0958,49.7468,51.7944,32323400,0.0794,0.0753,INTC,0.0674
